result,table,_start,_stop,_time,_value,_field,_measurement,host,sensor_id,topic
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:40:00+00:00,23.799999999999994,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:45:00+00:00,23.843333333333316,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:50:00+00:00,23.799999999999994,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 03:55:00+00:00,23.707407407407413,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:00:00+00:00,23.65172413793104,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:05:00+00:00,23.64137931034484,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:10:00+00:00,23.700000000000006,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:15:00+00:00,23.700000000000006,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:20:00+00:00,23.700000000000006,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:25:00+00:00,23.68620689655173,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:30:00+00:00,23.700000000000006,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:35:00+00:00,23.700000000000006,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:40:00+00:00,23.700000000000006,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:45:00+00:00,23.60357142857144,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:50:00+00:00,23.600000000000012,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 04:55:00+00:00,23.565517241379318,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:00:00+00:00,23.55714285714286,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:05:00+00:00,23.524137931034485,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:10:00+00:00,23.530000000000005,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:15:00+00:00,23.51,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 05:20:00+00:00,23.600000000000012,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:25:00+00:00,23.676470588235293,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:30:00+00:00,23.399999999999984,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:35:00+00:00,23.453333333333337,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:40:00+00:00,23.799999999999997,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:45:00+00:00,23.869999999999983,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:50:00+00:00,23.733333333333345,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 06:55:00+00:00,23.72999999999998,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:00:00+00:00,23.799999999999994,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:05:00+00:00,23.77931034482758,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:10:00+00:00,23.833333333333332,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:15:00+00:00,23.939999999999994,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:20:00+00:00,23.835714285714293,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:25:00+00:00,23.532142857142855,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:30:00+00:00,23.60357142857144,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:35:00+00:00,23.68666666666667,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 07:40:00+00:00,23.600000000000005,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 08:10:00+00:00,24.800000000000008,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 08:15:00+00:00,24.872727272727275,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 10:05:00+00:00,25.89999999999999,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 10:10:00+00:00,25.91333333333332,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 10:15:00+00:00,24.627586206896552,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-17 10:20:00+00:00,23.380000000000006,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:05:00+00:00,23.966666666666658,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:10:00+00:00,23.803448275862078,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:15:00+00:00,23.575862068965524,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:20:00+00:00,23.407692307692294,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:25:00+00:00,23.1423076923077,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:30:00+00:00,22.944827586206884,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:35:00+00:00,22.662068965517243,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:40:00+00:00,21.957142857142845,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:45:00+00:00,21.734482758620697,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 04:50:00+00:00,21.68095238095238,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 05:55:00+00:00,21.878947368421045,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 06:00:00+00:00,21.9,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 06:05:00+00:00,21.894999999999992,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 06:10:00+00:00,21.236363636363635,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 06:40:00+00:00,22.661538461538463,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 06:45:00+00:00,23.458620689655177,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 06:50:00+00:00,23.82592592592592,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 06:55:00+00:00,24.070370370370384,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:00:00+00:00,24.221428571428557,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:05:00+00:00,24.307407407407407,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:10:00+00:00,24.39999999999999,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:15:00+00:00,24.399999999999988,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:20:00+00:00,24.427586206896542,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:25:00+00:00,24.407142857142844,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:30:00+00:00,24.431034482758612,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:35:00+00:00,24.317241379310346,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:40:00+00:00,23.449999999999992,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:45:00+00:00,23.179310344827584,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:50:00+00:00,23.12068965517243,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 07:55:00+00:00,23.159259259259265,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:00:00+00:00,23.199999999999996,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:05:00+00:00,22.982142857142843,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:10:00+00:00,22.899999999999988,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:15:00+00:00,22.937037037037037,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:20:00+00:00,22.903448275862058,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:25:00+00:00,22.899999999999988,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:30:00+00:00,22.89999999999999,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:35:00+00:00,22.88965517241378,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:40:00+00:00,22.886206896551712,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:45:00+00:00,22.84827586206896,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:50:00+00:00,22.700000000000003,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 08:55:00+00:00,22.517241379310345,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 09:00:00+00:00,22.49655172413793,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 09:05:00+00:00,22.335714285714282,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-20 09:10:00+00:00,22.315000000000005,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 06:30:00+00:00,25.300000000000004,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 06:35:00+00:00,25.299999999999997,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 06:40:00+00:00,25.299999999999997,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 06:45:00+00:00,25.299999999999997,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 06:50:00+00:00,25.207407407407413,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
mean,0,1970-01-01 00:00:00+00:00,2025-10-22 07:48:40.671758+00:00,2025-10-21 06:55:00+00:00,25.200000000000003,temp,cucumber,f199a2094793,60:55:F9:EC:C3:D6,cucumber/sensors/60:55:F9:EC:C3:D6
